x y time dx dy dt dr^2 TotalDisplacementSquared
47.483556638246 74.4604141291108 9.663 0.0086822663867494 0.00815282257818239 0.163 0.000141850265601799 2.27848197576932
47.4933333333333 74.470303030303 9.827 0.00977669508728951 0.00988890119218411 0.164 0.000193374133618611 2.23839682255975
47.4825870646766 74.4626865671642 9.991 -0.0107462686567175 -0.00761646313884512 0.164 0.000173492800787735 2.27383544641988
47.5012165450122 74.478102189781 10.155 0.018629480335548 0.0154156226168425 0.164 0.000584698958237476 2.20681443864536
47.4621513944223 74.4369189907038 10.318 -0.0390651505898489 -0.0411831990771816 0.163 0.00322214187683835 2.37258072101507
47.487898089172 74.4675159235669 10.482 0.0257466947496638 0.030596932863034 0.164 0.00159906459115738 2.25346033401679
47.4659685863874 74.4437172774869 10.646 -0.0219295027845448 -0.0237986460799675 0.164 0.00104727864761691 2.34862481302308
47.4555712270804 74.4330042313117 11.138 -0.010397359307035 -0.0107130461751979 0.492000000000001 0.000222874438911509 2.39292868131687
47.4736842105263 74.4515235457064 11.301 0.0181129834459171 0.018519314394652 0.163 0.000671045174960032 2.31642041132888
48.0347144456887 77.4434490481523 11.465 0.561030235162377 2.99192550244592 0.164 9.26637313695264 2.76273564409926
93
7.92883895131086 93.1292134831461 0 0 0 0 0 0
7.33833333333333 93.3188888888889 0.163 -0.590505617977528 0.189675405742818 0.163 0.384673644406725 0.384673644406725
7.58595766649458 93.1956633970057 0.327 0.247624333161246 -0.123225491883218 0.164 0.076502332223413 0.121983166529212
8.27066666666667 92.8686666666667 0.491 0.684709000172088 -0.326996730339005 0.164 0.57575327656906 0.184730830562923
8.23905723905724 92.8821548821549 0.655 -0.0316094276094283 0.0134882154882092 0.164 0.00118108787085206 0.157273338376021
8.23463317911434 92.8869795109055 0.819 -0.00442405994289707 0.00482462875061174 0.164 4.28493489595758E-05 0.152187407065379
8.53253012048193 92.8680722891566 0.982 0.297896941367586 -0.0189072217488615 0.163 0.0891000707104238 0.432637750933363
8.27503429355281 92.8847736625514 1.146 -0.257495826929116 0.0167013733948096 0.164 0.066583036759182 0.179602040882359
8.19109102646869 92.8683021304067 1.31 -0.0839432670841234 -0.0164715321447204 0.164 0.00731778345995103 0.136850884912868
7.61276127612761 93.1303630363036 1.474 -0.578329750341076 0.262060905896917 0.164 0.403141218529083 0.0999064182217088
7.56394129979036 93.2180293501048 1.638 -0.0488199763372563 0.0876663138011935 0.164 0.0100687726650596 0.141038554308814
7.50951604132681 93.1653072321914 1.801 -0.0544252584635485 -0.0527221179134187 0.163 0.00574173047610049 0.177134461557642
7.36105150214592 93.1598712446352 1.965 -0.148464539180885 -0.00543598755621133 0.164 0.0220712693549039 0.323322485768751
7.38706311945749 93.1142410015649 2.129 0.0260116173115632 -0.0456302430702493 0.164 0.00275872331781325 0.293745227185114
7.56067360079247 93.0450718177316 2.293 0.173610481334985 -0.0691691838333952 0.164 0.0349249752215433 0.142625545181058
7.3625 93.15 2.457 -0.198173600792471 0.104928182268452 0.164 0.0502826994852153 0.321171887054805
7.30607476635514 93.258761682243 2.62 -0.0564252336448599 0.108761682242985 0.163 0.0150129105162011 0.404617965952818
7.34126523505514 93.3337202553685 2.784 0.0351904686999962 0.0749585731255564 0.164 0.0068571567723448 0.387065891919417
7.94776119402985 92.9865671641791 2.948 0.606495958974715 -0.34715309118944 0.164 0.488352616975043 0.0207060235843422
7.27510398098633 93.2715389185977 3.112 -0.672657213043517 0.284971754418635 0.164 0.533676627075906 0.447625941001717
7.27098321342926 93.2715827338129 3.275 -0.00412076755707691 4.38152152071325E-05 0.163 1.69826450325413E-05 0.453043175399197
7.30054644808743 93.2829386763813 3.439 0.0295632346581751 0.0113559425683576 0.164 0.00100294227507016 0.418382904641972
7.19876543209877 93.279012345679 3.603 -0.101781015988666 -0.0039263307022992 0.164 0.010374791288469 0.555447042670895
7.26268823201339 93.1918572225321 3.767 0.0639227999146197 -0.0871551231469425 0.164 0.0116821398396832 0.447681018904804
6.91060291060291 93.3236313236313 3.931 -0.352085321410475 0.131774101099253 0.164 0.141328487273234 1.07460293129555
6.72392254840725 93.2823235477826 4.094 -0.186680362195665 -0.0413077758486793 0.163 0.0365558899750692 1.4752662298792
7.30355160932297 93.1514983351831 4.258 0.579629060915729 -0.130825212599504 0.164000000000001 0.353085084509755 0.391480874680589
7.23873015873016 93.2673015873016 4.422 -0.0648214505928157 0.115803252118454 0.164 0.017612213658167 0.495318470106458
7.53591160220994 92.9963167587477 4.586 0.297181443479785 -0.270984828553893 0.164 0.161749587655111 0.172053441027292
7.54621848739496 92.9783913565426 4.75 0.0103068851850132 -0.0179254022050799 0.164000000000001 0.000427551926430927 0.169145733280411
7.57422802850356 92.9471496437055 4.913 0.028009541108605 -0.0312417128371578 0.162999999999999 0.00176057901411406 0.158896148206102
7.97777777777778 92.8061728395062 5.077 0.403549749274215 -0.140976804199283 0.164000000000001 0.182726859461525 0.106750266179239
7.37506925207756 92.9473684210526 5.241 -0.602708525700216 0.141195581546455 0.164 0.383193759199969 0.339728506396707
7.51389645776567 92.7776566757493 5.405 0.138827205688106 -0.169711745303317 0.164 0.0480750695330656 0.295769461776506
7.72602739726027 92.7593805836808 5.569 0.212130939494606 -0.0182760920685467 0.164000000000001 0.0453335510321621 0.177908899983331
7.8 92.8608391608392 5.732 0.0739726027397261 0.101458577158397 0.162999999999999 0.0157657888350957 0.0886242522485765
7.79792387543253 92.8754325259516 5.896 -0.0020761245674743 0.0145933651123897 0.164000000000001 0.000217276598523184 0.081543531326798
8.0051847051199 92.8049254698639 6.06 0.207260829687371 -0.0705070560876493 0.164 0.0479282964808443 0.110991389683167
7.97549909255898 92.8820326678766 6.224 -0.0296856125609128 0.0771071980126834 0.164 0.00682675557848379 0.0632755242185833
7.97985347985348 92.8809523809524 6.387 0.00435438729449622 -0.00108028692420703 0.163 2.01277085490828E-05 0.0642360569848538
7.86118721461187 92.8694063926941 6.551 -0.118666265241608 -0.0115459882583195 0.164 0.0142149923512528 0.0720764817275304
8.16079494128275 92.8500451671183 6.715 0.299607726670875 -0.0193612255757216 0.164000000000001 0.0901396469366834 0.131738529957599
7.95508982035928 92.725748502994 6.879 -0.205705120923466 -0.12429666412433 0.164 0.0577642574865742 0.163473098334904
8.0698889614631 92.6022207707381 7.043 0.114799141103815 -0.123527732255923 0.164 0.0284379434344647 0.297616424295075
7.65016872890889 92.5961754780652 7.206 -0.41972023255421 -0.00604529267283738 0.163 0.176201619178861 0.361786607714113
7.61597796143251 92.5939393939394 7.37 -0.0341907674763791 -0.00223608412585463 0.164000000000001 0.00117400865284172 0.384400349563705
7.94504865483686 92.5329135661133 7.534 0.329070693404356 -0.0610258278260574 0.164 0.112011672919479 0.355836345541651
7.96730881494454 92.5359019264448 7.698 0.0222601601076793 0.00298836033149996 0.164 0.000504445025490399 0.35349853372324
7.95924394565859 92.5375073833432 7.861 -0.00806486928594818 0.00160545689834635 0.163 6.76196084518783E-05 0.351040572225235
8.0659121171771 92.6005326231691 8.025 0.106668171518503 0.0630252398259188 0.164000000000001 0.0153502796702154 0.298292504506584
7.31686226065472 92.6578134651019 8.189 -0.749049856522372 0.0572808419328084 0.164 0.564356782408718 0.596733446918475
6.77682926829268 92.5646341463415 8.353 -0.540032992362042 -0.0931793187604484 0.164 0.300318018284163 1.64587613731438
6.74266906044285 92.5517654099342 8.517 -0.0341602078498342 -0.0128687364072846 0.164 0.00133252417706405 1.74044528725797
6.78731343283582 92.56592039801 8.681 0.0446443723929724 0.0141549880757736 0.164 0.00219348367378769 1.62037960909188
6.75356037151703 92.584520123839 8.844 -0.0337530613187926 0.0185997258290627 0.163 0.00148521894930648 1.67797059579542
6.21164470888228 92.0178495537612 9.008 -0.54191566263475 -0.566670570077861 0.164 0.614788120401228 4.18388584976777
6.74367737525632 92.7306903622693 9.172 0.532032666374045 0.712840808508162 0.164 0.791200776363645 1.56342863922943
6.39276990718124 91.9272105520274 9.335 -0.350907468075082 -0.803479810241953 0.163 0.768715856617309 3.80431915475126
7.12740384615385 92.6858974358974 9.5 0.734633938972605 0.75868688387007 0.165000000000001 1.11529281204688 0.838827345526198
7.62481857764877 92.8076923076923 9.663 0.497414731494921 0.121794871794876 0.163 0.262255405903694 0.195804253866812
7.80032867707477 92.6967953985209 9.827 0.175510099426008 -0.110896909171359 0.164 0.0431019194642878 0.203500290495097
7.79706601466993 92.6821515892421 9.991 -0.00326266240484774 -0.0146438092788941 0.164 0.000225086116164631 0.217228443812026
7.50983248361253 92.714493809177 10.155 -0.287233531057399 0.0323422199349324 0.164 0.0835491205540216 0.347558827950062
7.53532410779315 92.7137654770575 10.318 0.0254916241806269 -0.00072833211945067 0.163 0.000650353371042545 0.327450977831708
7.79757085020243 92.6817813765182 10.482 0.262246742409275 -0.0319841005393187 0.164 0.0697963365915857 0.217426804410056
7.42710622710623 92.7120879120879 10.646 -0.370464623096201 0.030306535569693 0.164 0.138162523064048 0.425729468568403
7.46468401486989 92.7078066914498 10.81 0.0375777877636612 -0.00428122063809155 0.164 0.00143041898336278 0.393023489110255
7.11906976744186 92.7860465116279 10.974 -0.345614247428028 0.0782398201780836 0.164000000000001 0.125570677486741 0.773489701484821
7.06422018348624 92.7917431192661 11.137 -0.0548495839556225 0.00569660763815705 0.162999999999998 0.00304092819868798 0.861451860171879
6.94098883572568 92.774322169059 11.301 -0.12323134776056 -0.0174209502070539 0.164000000000001 0.0154894545770008 1.10179569567611
6.07371794871795 93.4711538461538 11.465 -0.867270887007729 0.696831677094835 0.164 1.23773317765397 3.55839714611521
7.43152866242038 93 11.629 1.35781071370243 -0.47115384615384 0.164 2.06563588099067 0.264013647663073
7.43949044585987 93 11.793 0.00796178343949094 0 0.164 6.33899955373522E-05 0.256158084013857
5.70578231292517 93.3809523809524 12.284 -1.7337081329347 0.38095238095238 0.491 3.15086860675722 5.00535329013942
5.71379011274935 93.3954900260191 12.448 0.00800779982417943 0.0145376450666959 0.164 0.000275467982109355 4.9773445544971
5.70511708586297 93.3963573287077 12.612 -0.00867302688638372 0.000867302688646987 0.164000000000001 7.59736093256691E-05 5.01630476909253
5.69498725573492 93.4018691588785 12.775 -0.0101298301280464 0.00551183017078927 0.162999999999998 0.000132993730254699 5.06443451533662
5.66442388561817 93.3683767872162 12.939 -0.0305633701167531 -0.0334923716623621 0.164000000000001 0.00205585855246343 5.18477467574976
5.65851602023609 93.3634064080944 13.103 -0.00590786538207855 -0.0049703791217155 0.164 5.96075419863474E-05 5.20921253745982
5.66911090742438 93.141154903758 13.267 0.0105948871882937 -0.222251504336413 0.164 0.0495079828143311 5.10651342985325
5.61185603387438 93.105857445307 13.43 -0.0572548735499989 -0.0352974584510406 0.163 0.0045240311183293 5.368955344196
5.57891061452514 93.1103351955307 13.594 -0.0329454193492431 0.00447775022374231 0.164 0.00110545090316371 5.52251957777179
5.10827629122589 93.3173615432483 13.758 -0.470634323299253 0.207026347717559 0.164 0.264356574916617 7.99097341198585
4.79366515837104 90.3022624434389 14.085 -0.314611132854846 -3.01509909980936 0.327 9.18980274658743 17.820966892838
4.60653505786249 90.4812797821647 14.249 -0.187130100508549 0.179017338725814 0.164 0.0670648820808123 18.0492560452149
4.55664335664336 90.4496503496504 14.413 -0.0498917012191349 -0.0316294325143787 0.164 0.00348960285172106 18.5517617150843
5.03644158628082 90.3301178992497 14.577 0.479798229637458 -0.119532450400627 0.164000000000001 0.244494347862017 16.2008986050208
5.02960526315789 90.327850877193 14.741 -0.00683632312292026 -0.00226702205674201 0.164 5.1874702846729E-05 16.2531884285533
5.06170212765957 90.3531914893617 14.905 0.0320968645016801 0.0253406121687192 0.164 0.00167235533592465 15.9267716755117
5.10946408209806 90.3625997719498 15.068 0.0477619544384869 0.00940828258812587 0.163 0.00236972007304213 15.6030260801277
5.16094420600858 90.4023605150215 15.232 0.0514801239105216 0.0397607430716249 0.164 0.00423111984745043 15.096968430842
5.5075034106412 90.5334242837653 15.396 0.346559204632618 0.131063768743886 0.164 0.137280993792943 12.6009873681317
0.71919770773639 92.7750716332378 15.56 -4.78830570290481 2.24164734947249 0.164 27.9528543438678 52.1043433109065
11
109.212105535437 86.8365235385411 0 0 0 0 0 0
109.071348940914 86.9598662207358 0.164 -0.140756594522983 0.123342682194661 0.164 0.0350258361526807 0.0350258361526807
108.713182897862 87.0641330166271 0.328 -0.358166043051924 0.104266795891292 0.164 0.139154479120909 0.300729872799262
108.718595450049 86.9188921859545 0.492 0.00541255218720949 -0.145240830672577 0.164 0.0211241946156395 0.250336798456081
108.737927565392 86.898893360161 0.656 0.0193321153429054 -0.019998825793536 0.164 0.000773683716751596 0.22873474192469
108.387096774194 86.0729472140763 0.819 -0.350830791198803 -0.825946146084718 0.163 0.805269280285376 1.26368825941198
108.732116428219 86.8835717809571 0.983 0.345019654025492 0.810624566880833 0.164 0.776150750094608 0.232603080162462
108.733977619532 86.9272634791455 1.147 0.00186119131299733 0.0436916981883826 0.164 0.00191242852368829 0.236840040788638
110.049250535332 86.2708779443255 1.311 1.31527291579987 -0.656385534819989 0.164 2.16078481335761 1.02076668910438
110.076754385965 86.2796052631579 1.638 0.0275038506330105 0.00872731883241329 0.327 0.000832627893645549 1.05777560017484
109.977911646586 86.254016064257 1.802 -0.0988427393785685 -0.0255891989008603 0.164 0.0104246942282474 0.925773957470307
16
138.545660377359 74.3358490566038 0 0 0 0 0 0
138.51150705271 74.3281365998515 0.164 -0.03415332464877 -0.00771245675225885 0.164 0.00122593157371974 0.00122593157371974
138.479332849891 74.3205221174764 0.327 -0.0321742028185099 -0.00761448237508944 0.163 0.00109315966884716 0.00463425596293621
138.439007092199 74.3120567375886 0.491 -0.0403257576926421 -0.00846537988778096 0.164 0.00169782939013013 0.0119409976795213
138.422313483915 74.3018480492813 0.655 -0.0166936082834468 -0.0102086883073298 0.164 0.000382893874477375 0.0163705246210717
138.386861313869 74.2926343729263 0.819 -0.0354521700465114 -0.00921367635497461 0.164 0.00134174819298098 0.0270846514506036
138.382876712329 74.2972602739726 0.983 -0.00398460153985525 0.00462590104625349 0.164 3.72760099211459E-05 0.0279876157454696
138.152701644479 74.3382928739233 1.147 -0.23017506784953 0.041032599950654 0.164 0.054664236118246 0.154422537989168
138.122188905547 74.3238380809595 1.31 -0.0305127389320035 -0.0144547929637326 0.163 0.00113996827675697 0.179472350973929
138.143083003953 74.3391304347826 1.474 0.0208940984053356 0.0152923538230851 0.164 0.000670419433622275 0.162079309021172
137.95965238982 73.7628801986344 1.638 -0.18343061413259 -0.576250236148212 0.164 0.365711124861929 0.671698673661691
137.976493011436 73.7566709021601 1.802 0.0168406216158417 -0.00620929647429591 0.164 0.000322161899113657 0.659398825016152
137.974518334369 73.7358607830951 1.966 -0.00197467706664156 -0.0208101190650041 0.164 0.000436960405017166 0.68618916161795
138.217275155833 74.3775601068566 2.129 0.242756821463416 0.641699323761543 0.163 0.470708896483042 0.109576665429815
137.885071830106 73.9581511555278 2.293 -0.332203325726425 -0.419408951328833 0.164 0.286262918078449 0.579032933238143
137.940234134319 73.7295132470733 2.457 0.0551623042129847 -0.228637908454473 0.164 0.055318172988522 0.734184049679683
16
141.460093896714 64.4929577464789 0 0 0 0 0 0
141.49765258216 64.4600938967136 0.164 0.0375586854460153 -0.0328638497652634 0.164 0.00249068747382652 0.00249068747382652
141.443001443001 64.5180375180375 0.327 -0.0546511391581817 0.0579436213239006 0.163 0.00634421026341453 0.000921146915335982
141.479619565217 64.4836956521739 0.491 0.0366181222159696 -0.0343418658636097 0.164 0.00252025062561784 0.000467038121434615
141.503217503218 64.4607464607465 0.655 0.0235979380001083 -0.0229491914274433 0.164 0.0010835280650304 0.00289721236643953
141.510230179028 64.4539641943734 0.819 0.00701267581061416 -0.00678226637306523 0.164 9.51767591799842E-05 0.00403414391012468
141.515072083879 64.4482306684142 0.983 0.00484190485130398 -0.00573352595924348 0.164 5.63173625143999E-05 0.00502311257624895
141.517105263158 64.45 1.147 0.00203317927847024 0.00176933158584802 0.164 7.26435223908025E-06 0.00509566388638967
141.517880794702 64.446357615894 1.31 0.000775531544093155 -0.00364238410595874 0.163 1.38684111512244E-05 0.00551089774964464
141.522029372497 64.4459279038718 1.474 0.00414857779466615 -0.000429712022210538 0.164 1.73953501404293E-05 0.00604780925611741
141.523616734143 64.4439946018893 1.638 0.0015873616463864 -0.00193330198248987 0.164 6.25737355191778E-06 0.00643254040318354
141.523616734143 64.4439946018893 1.802 0 0 0.164 0 0.00643254040318354
141.522207267833 64.4441453566622 1.966 -0.00140946630995131 0.000150754772832329 0.164 2.0093222804195E-06 0.00624072027144582
141.524324324324 64.4418918918919 2.129 0.00211705649121541 -0.0022534647702912 0.163 9.56003165794088E-06 0.00673326933575468
141.524523160763 64.441416893733 2.293 0.000198836438642047 -0.00047499815892138 0.164 2.65159180310553E-07 0.00680758956771727
141.525956284153 64.4398907103825 2.457 0.00143312339005774 -0.00152618335044963 0.164 4.38307827032025E-06 0.00715396439927184
67
99.9356435643564 156.710396039604 0 0 0 0 0 0
98.9897610921502 156.696245733788 0.164 -0.945882472206264 -0.0141503058155479 0.164 0.894893882381708 0.894893882381708
98.9108159392789 156.693864642631 0.327 -0.0789451528712419 -0.00238109115716156 0.163 0.00623800675696247 1.05054494820787
98.9298799747315 156.694251421352 0.491 0.0190640354525868 0.000386778720610437 0.164 0.000363587045516205 1.01182104691371
98.8691840863115 156.683749157114 0.655 -0.0606958884199855 -0.0105022642378856 0.164 0.0037942884252137 1.13804587465825
98.8423577793009 156.671007539411 0.819 -0.0268263070106372 -0.0127416177033979 0.164 0.000881999569528502 1.196825261752
98.5877551020408 156.633469387755 0.983 -0.254602677260081 -0.0375381516554683 0.164 0.06623163609771 1.82272101660825
98.5712098009188 156.639356814701 1.146 -0.0165453011219796 0.00588742694628763 0.163 0.000308408785264853 1.86672606628326
98.5661375661376 156.639455782313 1.31 -0.00507223478126662 9.89676115352722E-05 0.164 2.57373602644238E-05 1.88057919926198
98.5670640834575 156.646050670641 1.474 0.000926517319953746 0.00659488832792476 0.164 4.43509864019726E-05 1.87715012204454
98.5719373219373 156.663817663818 1.638 0.00487323847980292 0.0177669931768207 0.164 0.000339414499826226 1.86186426070374
98.8848744641764 156.712186160441 1.801 0.312937142239036 0.0483684966232261 0.163 0.100269166458326 1.10411890642586
98.906496660595 156.715846994536 1.965 0.0216221964186616 0.00366083409463158 0.164 0.000480921084235599 1.05917306243137
98.9741024131842 156.72572101236 2.129 0.067605752589202 0.00987401782469988 0.164 0.00466803401115488 0.924796240187565
98.9747207524985 156.725455614344 2.293 0.000618339314300442 -0.000265398015727669 0.164 4.52779614361725E-07 0.923599441140283
98.9745109662122 156.727919383521 2.457 -0.000209786286319513 0.00246376917655766 0.164 6.11416884128335E-06 0.924082938797519
98.9746012994684 156.726520968695 2.62 9.03332561961179E-05 -0.00139841482643988 0.163 1.96372412398186E-06 0.923862248239305
98.9740718915734 156.725397760754 2.784 -0.000529407895044187 -0.00112320794033849 0.164 1.54186879657455E-06 0.924845133536323
98.9739798935541 156.726788882318 2.948 -9.19980192435332E-05 0.00139112156387 0.164 1.94368284100885E-06 0.925065741033252
99.0831721470019 156.716956802063 3.112 0.109192253447816 -0.00983208025496651 0.164 0.0120196180151521 0.72675056101045
98.9993887530562 156.737775061125 3.275 -0.0837833939456942 0.0208182590615138 0.163 0.00745305701141169 0.87732268250221
98.9748502994012 156.732934131737 3.439 -0.0245384536550404 -0.00484092938816616 0.164 0.000625570305121775 0.923631663580331
98.9920828258222 156.735079171742 3.603 0.017232526420969 0.00214504000524585 0.164 0.000301561163473498 0.890916124315477
98.9738601823708 156.739209726444 3.767 -0.0182226434513524 0.00413055470198742 0.164 0.000349126216501226 0.925857502413011
98.9630303030303 156.733939393939 3.931 -0.0108298793405055 -0.0052703325043808 0.164 0.000145062691236641 0.946530845640817
99.0445736434109 156.729974160207 4.095 0.0815433403805486 -0.00396523373265723 0.164 0.0066650394389726 0.794388906820304
99.122866894198 156.735153583618 4.258 0.0782932507870981 0.00517942341102184 0.163 0.00615665954568209 0.661218851539509
99.0323624595469 156.743042071197 4.422 -0.0905044346510238 0.00788848757966321 0.164 0.00825328092779593 0.816982517684687
99.0500329163924 156.737985516787 4.586 0.0176704568454369 -0.0050565544100607 0.164 0.000337813787628352 0.785067399038596
99.1319832402235 156.722765363129 4.749 0.0819503238310944 -0.015220153658845 0.163 0.00694750865342008 0.646022916749977
99.1959064327485 156.728801169591 4.914 0.0639231925250812 0.00603580646213686 0.165 0.00412260550224697 0.547549772689305
100.061077844311 156.77245508982 5.077 0.865171411562827 0.0436539202297297 0.163 0.750427236137038 0.0195850843015759
100.058620689655 156.783908045977 5.241 -0.00245715465619867 0.0114529561566314 0.164 0.000137207813730201 0.0205273884277314
100.060991105464 156.764930114358 5.405 0.0023704158086133 -0.0189779316186787 0.164 0.000365780759628967 0.018685971370973
100.058682634731 156.776047904192 5.569 -0.00230847073324014 0.0111177898332926 0.164000000000001 0.00012893428790349 0.019448780162361
100.063856960409 156.757343550447 5.732 0.00517432567814069 -0.0187043537446243 0.162999999999999 0.000376626495227508 0.0186427437016074
100.065019505852 156.755526657997 5.896 0.00116254544306571 -0.00181689244959671 0.164000000000001 4.65261008059437E-06 0.0187749069543729
100.057831325301 156.772289156626 6.06 -0.00718818055054271 0.0167624986291059 0.164 0.000332651299917979 0.018760606859463
100.056451612903 156.785714285714 6.224 -0.00137971239797707 0.0134251290877785 0.164 0.000182137697324648 0.0202674227908199
99.0914127423823 156.749307479224 6.388 -0.965038870520956 -0.0364068064899072 0.164000000000001 0.932625477175157 0.714239780904508
99.0724538619275 156.738209159262 6.551 -0.0189588804547327 -0.0110983199625707 0.162999999999999 0.000482611854088441 0.745870032004391
99.1146723646724 156.736467236467 6.715 0.0422185027448165 -0.0017419227945652 0.164000000000001 0.00178543626903631 0.674673418016603
99.1508052708638 156.741581259151 6.879 0.036132906191483 0.0051140226835571 0.164 0.00133174013785045 0.616943664850558
100.016206482593 156.65906362545 7.043 0.865401211729193 -0.0825176337006042 0.164 0.755728417133902 0.00912540053764964
100.341714285714 156.585142857143 7.207 0.325507803121255 -0.0739207683073175 0.164000000000001 0.11141960987997 0.180581790460713
100.127152317881 156.638410596026 7.37 -0.21456196783349 0.0532677388836191 0.163 0.0488742900463528 0.0418575067634979
100.056422569028 156.787515006002 7.534 -0.0707297488531822 0.149104409975905 0.164 0.027234822447097 0.0205349029477248
100.061038961039 156.772727272727 7.698 0.0046163920113429 -0.0147877332751136 0.164 0.000239988130618293 0.0196091881318417
100.059523809524 156.771164021164 8.189 -0.00151515151515014 -0.00156325156325465 0.491000000000001 4.73943956387987E-06 0.0190390627256136
100.06512301013 156.753979739508 8.353 0.00559920060644004 -0.017184281656057 0.164 0.000326650583465856 0.0186644657752168
100.065714285714 156.757142857143 8.517 0.000591275584028494 0.00316311763489807 0.164 1.03549199884714E-05 0.0191036575045654
100.064194008559 156.760342368046 8.681 -0.00152027715508041 0.00319951090278892 0.164 1.25481126453245E-05 0.0190198524295334
100.061366806137 156.765690376569 8.844 -0.0028272024225231 0.00534800852338435 0.163 3.65942687041122E-05 0.0188637972241406
100.059139784946 156.774193548387 9.008 -0.00222702119043561 0.00850317181806304 0.164 7.72635543501507E-05 0.0193214386269011
100.058047493404 156.781002638522 9.172 -0.0010922915425482 0.00680909013533437 0.164 4.75568092850302E-05 0.0199680136570409
99.4636118598383 156.712488769093 9.336 -0.594435633565411 -0.0685138694298928 0.164000000000001 0.358047872756568 0.222818309587031
99.4518451845184 156.730873087309 9.499 -0.0117666753198336 0.0183843182161922 0.162999999999998 0.000476437804356598 0.23448018181657
99.203795379538 156.740099009901 9.663 -0.248049804980496 0.00922592259226462 0.164000000000001 0.0616138233985408 0.536484032066584
100.060830860534 156.761127596439 9.991 0.857035480996174 0.021028586538165 0.327999999999999 0.734952017138137 0.0182455499832044
100.063076923077 156.758461538462 10.155 0.00224606254279536 -0.00266605797762054 0.164 1.21526620861825E-05 0.0185495530952123
100.056708160443 156.789764868603 10.646 -0.00636876263432384 0.0313033301414976 0.491 0.00102045961543995 0.0209560474421917
99.0380165289256 156.742148760331 10.81 -1.01869163151697 -0.0476161082724786 0.164 1.03999993388973 0.806742530009857
98.9886547811994 156.722852512156 10.974 -0.049361747726266 -0.0192962481749817 0.164000000000001 0.00280892733222201 0.89694291913376
98.9377811094453 156.764617691154 11.138 -0.0508736717540756 0.041765178998844 0.164 0.00433246065454692 0.998669466418183
98.4811059907834 156.670046082949 11.301 -0.456675118661877 -0.0945716082051149 0.163 0.217495953083342 2.11730767193776
98.4464775846295 156.655077767612 11.465 -0.0346284061539421 -0.014968315337228 0.164 0.00142317697679707 2.22067542639237
98.8707643814027 156.717888100867 11.629 0.424286796773217 0.0628103332547312 0.164 0.183964423879647 1.13402380527023
22
118.753774680604 40 0 0 0 0 0 0
118.839926402944 40.132474701012 0.164 0.0861517223399346 0.132474701011958 0.164 0.0249716656703449 0.0249716656703449
118.778270509978 40 0.328 -0.0616558929660584 -0.132474701011958 0.164 0.0213509955456497 0.000600045656714055
118.774925962488 40.1283316880553 0.492 -0.00334454749017254 0.128331688055283 0.164 0.0164802081570325 0.0169163988844424
119.054706355591 40.2574416733709 0.655 0.27978039310365 0.129109985315594 0.163 0.0949464566734257 0.156836088198692
119.184516129032 40.3490322580645 0.819 0.129809773440954 0.0915905846936411 0.164 0.0252394124853148 0.307361712563733
118.684707591718 41.3029422448238 0.983 -0.499808537314138 0.953909986759307 0.164 1.15975283681124 1.70242875611371
119.032880629021 40.2508934953538 1.147 0.348173037302601 -1.05204874947 0.164 1.22803103516592 0.140847676452483
119.034535686876 40.2432847275518 1.31 0.0016550578557144 -0.00760876780201869 0.163 6.06325639707983E-05 0.138014201303093
118.528668610301 40.1953352769679 1.474 -0.505867076575171 -0.0479494505838716 0.164 0.258200648974005 0.0888286133152565
118.383293365308 41.1398880895284 1.638 -0.145375244993517 0.944552812560445 0.164 0.913313977572773 1.43660126163226
118.074015748031 41.1107611548556 1.966 -0.309277617276251 -0.0291269346727319 0.328 0.0965010228715049 1.69586254954829
117.911866075825 41.2250123092073 2.13 -0.16214967220678 0.114251154351642 0.164 0.039345842467449 2.20946525651069
118.067468619247 41.1051255230126 2.293 0.155602543422148 -0.119886786194733 0.163 0.0385849930235432 1.69231843146925
118.587962962963 40.2009259259259 2.457 0.520494343716095 -0.904199597086631 0.164 1.08849127321207 0.0678647534162452
118.549743589744 40.1446153846154 2.621 -0.038219373219377 -0.0563105413105376 0.164 0.00463159755196779 0.0625422955051277
118.511698880977 40.2095625635809 2.785 -0.0380447087669893 0.0649471789654896 0.164 0.00566553592074037 0.102517160819813
118.565014031805 40.200187090739 2.949 0.053315150828837 -0.00937547284186735 0.164 0.00293040479891023 0.075705453833386
118.512118018967 40.172813487882 3.112 -0.0528960128381044 -0.0273736028570255 0.163 0.00354730230754306 0.0882624437072942
118.074960127592 41.0919723551303 3.276 -0.43715789137562 0.919158867248271 0.164 1.0359600452331 1.65319282174992
118.547888774459 40.1431513903193 3.44 0.472928646867615 -0.948820964810992 0.164 1.12392272829289 0.0628813268993327
118.376850605653 40 3.603 -0.171038168806561 -0.143151390319261 0.163 0.049746375739039 0.142071758277811
13
178.025607353907 189.151017728168 0 0 0 0 0 0
177.163328197226 190.773497688752 0.163 -0.862279156680273 1.62247996058383 0.163 3.37596656654135 3.37596656654135
176.540514775977 190.706387035272 0.491 -0.622813421249361 -0.0671106534802277 0.328 0.392400397498878 4.62467364650163
176.013651877133 190.493174061433 0.655 -0.52686289884403 -0.213212973838239 0.164 0.32304428639128 5.84934846344387
177.845394736842 188.651315789474 0.983 1.83174285970901 -1.84185827195978 0.328 6.74772379808161 0.282178614884248
